integration,metric_name,metric_type,metric_enabled,metric_description
MongoDB,locks.globalAcquireIntentExclusive,Gauge,true,The number of times the global lock type was acquired in the Intent Exclusive (IX) mode.
MongoDB,locks.globalAcquireIntentShared,Gauge,true,The number of times the global lock type was acquired in the Intent Shared (IS) mode.
MongoDB,locks.globalAcquireShared,Gauge,true,The number of times the global lock type was acquired in the Shared (S) mode.
MongoDB,locks.globalAcquireWaitExclusive,Gauge,true,The number of times the global lock type acquisition in the Exclusive (X) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.globalAcquireWaitIntentExclusive,Gauge,true,The number of times the global lock type acquisition in the Intent Exclusive (IX) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.globalAcquireWaitIntentShared,Gauge,true,The number of times the global lock type acquisition in the Intent Shared (IS) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.globalAcquireWaitShared,Gauge,true,The number of times the global lock type acquisition in the Shared (S) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.globalTimeAcquiringMicrosExclusive,Gauge,true,The wait time for the global lock type acquisitions in the Exclusive (X) mode.
MongoDB,locks.globalTimeAcquiringMicrosIntentExclusive,Gauge,true,The wait time for the global lock type acquisitions in the Intent Exclusive (IX) mode.
MongoDB,locks.globalTimeAcquiringMicrosIntentShared,Gauge,true,The wait time for the global lock type acquisitions in the Intent Shared (IS) mode.
MongoDB,locks.globalTimeAcquiringMicrosShared,Gauge,true,The wait time for the global lock type acquisitions in the Shared (S) mode.
MongoDB,locks.metadataAcquireExclusive,Gauge,true,The number of times the metadata lock type was acquired in the Exclusive (X) mode.
MongoDB,locks.metadataAcquireShared,Gauge,true,The number of times the metadata lock type was acquired in the Shared (S) mode.
MongoDB,locks.mmapv1journalAcquireIntentExclusive,Gauge,true,The number of times the MMAPv1 storage engine lock type was acquired in the Intent Exclusive (IX) mode.
MongoDB,locks.mmapv1journalAcquireIntentShared,Gauge,true,The number of times the MMAPv1 storage engine lock type was acquired in the Intent Shared (IS) mode.
MongoDB,locks.mmapv1journalAcquireShared,Gauge,true,The number of times the MMAPv1 storage engine lock type was acquired in the Shared mode.
MongoDB,locks.mmapv1journalAcquireExclusive,Gauge,true,The number of times the MMAPv1 storage engine lock type was acquired in the Exclusive mode.
MongoDB,locks.mmapv1journalAcquireWaitIntentExclusive,Gauge,true,The number of times the MMAPv1 storage engine lock type acquisition in the Intent Exclusive (IX) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.mmapv1journalAcquireWaitIntentShared,Gauge,true,The number of times the MMAPv1 storage engine lock type acquisition in the Intent Shared (IS) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.mmapv1journalAcquireWaitShared,Gauge,true,The number of times the MMAPv1 storage engine lock type acquisition in the Shared mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.mmapv1journalAcquireWaitExclusive,Gauge,true,The number of times the MMAPv1 storage engine lock type acquisition in the Exclusive mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.mmapv1journalTimeAcquiringMicrosIntentExclusive,Gauge,true,The wait time for the MMAPv1 storage engine lock type acquisitions in the Intent Exclusive (IX) mode.
MongoDB,locks.mmapv1journalTimeAcquiringMicrosIntentShared,Gauge,true,The wait time for the MMAPv1 storage engine lock type acquisitions in the Intent Shared (IS) mode.
MongoDB,locks.mmapv1journalTimeAcquiringMicrosShared,Gauge,true,The wait time for the MMAPv1 storage engine lock type acquisitions in the Shared mode.
MongoDB,locks.mmapv1journalTimeAcquiringMicrosExclusive,Gauge,true,The wait time for the MMAPv1 storage engine lock type acquisitions in the Exclusive mode.
MongoDB,locks.oplogAcquireIntentExclusive,Gauge,true,The number of times the oplog lock type was acquired in the Intent Exclusive (IX) mode.
MongoDB,locks.oplogAcquireExclusive,Gauge,true,The number of times the oplog lock type was acquired in the Exclusive (X) mode.
MongoDB,locks.oplogAcquireIntentShared,Gauge,true,The number of times the oplog lock type was acquired in the Intent Shared (IS) mode.
MongoDB,locks.oplogAcquireShared,Gauge,true,The number of times the oplog lock type was acquired in the Shared (S) mode.
MongoDB,locks.oplogAcquireWaitIntentExclusive,Gauge,true,The number of times the oplog lock type acquisition in the Intent Exclusive (IX) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.oplogAcquireWaitShared,Gauge,true,The number of times the oplog lock type acquisition in the Shared (S) mode encountered waits because the locks were held in a conflicting mode.
MongoDB,locks.oplogTimeAcquiringMicrosIntentExclusive,Gauge,true,The wait time for the oplog lock type acquisitions in the Intent Exclusive (IX) mode.
MongoDB,locks.oplogTimeAcquiringMicrosIntentShared,Gauge,true,The wait time for the oplog lock type acquisitions in the Shared (S) mode.
MongoDB,wiredtiger.cacheInBytes,Gauge,true,The size of the data currently in cache.
MongoDB,wiredtiger.failedEvictionsPagesPerSecond,Rate,true,"The number of failed eviction of pages that exceeded the in-memory maximum, per second."
MongoDB,wiredtiger.cacheInMemoryPageSplits,Gauge,true,The In-memory page splits.
MongoDB,wiredtiger.cacheMaxInBytes,Gauge,true,The maximum cache size.
MongoDB,wiredtiger.cacheMaxPageSizeEvictionInBytes,Gauge,true,The maximum page size at eviction.
MongoDB,wiredtiger.cacheModifiedPagesEvicted,Gauge,true,"The number of pages, that have been modified, evicted from the cache."
MongoDB,wiredtiger.cachePagesHeld,Gauge,true,The number of pages currently held in the cache.
MongoDB,wiredtiger.cachePagesEvictedApplicationThreadsPerSecond,Gauge,true,The number of page evicted by application threads per second.
MongoDB,wiredtiger.cachePagesEvictedInMemoryMaxPerSecond,Gauge,true,"The number of pages evicted because they exceeded the cache in-memory maximum, per second."
MongoDB,wiredtiger.cacheDirtyDataInBytes,Gauge,true,The size of the dirty data in the cache.
MongoDB,wiredtiger.cacheUnmodifiedPagesEvicted,Gauge,true,"The number of pages, that were not modified, evicted from the cache."
MongoDB,wiredtiger.concurrentTransactions.ReadAvailable,Gauge,true,The number of available read tickets (concurrent transactions) remaining.
MongoDB,wiredtiger.concurrentTransactions.ReadRemaining,Gauge,true,The number of read tickets (concurrent transactions) in use.
MongoDB,wiredtiger.concurrentTransactions.ReadTotal,Gauge,true,The total number of read tickets (concurrent transactions) available.
MongoDB,wiredtiger.concurrentTransactions.WriteAvailable,Gauge,true,The number of available write tickets (concurrent transactions) remaining.
MongoDB,wiredtiger.concurrentTransactions.WriteRemaining,Gauge,true,The number of write tickets (concurrent transactions) in use.
MongoDB,wiredtiger.concurrentTransactions.WriteTotal,Gauge,true,The total number of write tickets (concurrent transactions) available.
MongoDB,network.bytesOutPerSecond,Gauge,true,The number of bytes that reflects the amount of network traffic sent from this database.
MongoDB,network.bytesInPerSecond,Gauge,true,The number of bytes that reflects the amount of network traffic into this database.
MongoDB,network.requestsPerSecond,Gauge,true,The number of distinct requests that the server has received.
MongoDB,getlasterror.wtimeMillisPerSecond,Gauge,true,The number of getLastError operations  with a specified write concern (ie w) that wait for one or more members of a replica set to acknowledge the write operationper second.
MongoDB,getlasterror.wtimeFractionPerSecond,Gauge,true,The fraction of time (ms/s) that the mongod has spent performing getLastError operations with write concern (ie w) that wait for one or more members of a replica set to acknowledge the write operation.
MongoDB,getlasterror.wtimeoutsPerSecond,Rate,true,The number of times  that write concern operations have timed out as a result of the wtimeout threshold to getLastErrorper second.
MongoDB,operation.fastmodPerSecond,Rate,true,The number of update operations  that neither cause documents to grow nor require updates to the indexper second.
MongoDB,operation.idhackPerSecond,Rate,true,The number of queries  that contain the _id fieldper second.
MongoDB,operation.writeConflictsPerSecond,Rate,true,The number of times  that write concern operations has encounter a conflictper second.
MongoDB,operation.scanAndOrderPerSecond,Rate,true,The number of queries  that return sorted numbers that cannot perform the sort operation using an indexper second.
MongoDB,queryexecutor.scannedPerSecond,Rate,true,The number of index items scanned  during queries and query-plan evaluationper second.
MongoDB,record.movesPerSecond,Rate,true,The number of times  documents move within the on-disk representation of the MongoDB data setper second.
MongoDB,repl.apply.batchesPerSecond,Rate,true,The number of batches applied across all databases per second.
MongoDB,repl.apply.batchesFractionPerSecond,Gauge,true,The fraction of time (ms/s) the mongod has spent applying operations from the oplog.
MongoDB,repl.apply.operationsPerSecond,Rate,true,The number of oplog operations applied per second.
MongoDB,repl.buffer.count,Gauge,true,The number of operations in the oplog buffer.
MongoDB,repl.buffer.maxSizeInBytes,Gauge,true,The maximum size of the buffer.
MongoDB,repl.buffer.sizeInBytes,Gauge,true,The Current size of the contents of the oplog buffer.
MongoDB,repl.network.bytesPerSecond,Rate,true,The amount of data read from the replication sync source per second.
MongoDB,repl.network.getmoresPerSecond,Rate,true,The number of getmore operations per second.
MongoDB,repl.network.getmoresFractionPerSecond,Gauge,true,The fraction of time (ms/s) required to collect data from getmore operations.
MongoDB,repl.network.operationPerSecond,Rate,true,The number of operations read from the replication source per second.
MongoDB,repl.network.readersCreatedPerSecond,Rate,true,The number of oplog query processes created per second.
MongoDB,repl.docsLoadedPrefetch,Gauge,true,The number of documents loaded during the pre-fetch stage of replication.
MongoDB,repl.indexLoadedPrefetch,Gauge,true,The number of index entries loaded by members before updating documents as part of the pre-fetch stage of replication.
MongoDB,repl.docsPreloadInMilliseconds,Gauge,true,The amount of time spent loading documents as part of the pre-fetch stage of replication.
MongoDB,repl.indexPreloadInMilliseconds,Gauge,true,The amount of time spent loading indices as part of the pre-fetch stage of replication.
MongoDB,ttl.deleteDocumentsPerSecond,Rate,true,The number of documents deleted from collections with a ttl index per second.
MongoDB,ttl.removeDocumentPerSecond,Rate,true,The number of times  the background process removes documents from collections with a ttl indexper second.
